excerpt_name,entry_id,lead_id,annotator,lang,project_title,created_at,document,source_title,author_title,excerpt,sectors,country_code
a3_55101,55101,17059,annotator3,en,UNHCR Argentina,2019-08-14 09:31:38.764076,https://reliefweb.int/sites/reliefweb.int/files/resources/AMR1308792019ENGLISH.pdf,Reliefweb,Amnesty International,"2.3 FAMILY SEPARATION Forced situations of family separation can lead to serious violations of the rights to family unity, identity, and personal integrity. These effects become more pressing and therefore more urgent to prevent and remedy in the case of children, where the damage caused by separation can become irreparable. As a result, the international duty of the States to grant special protection to children is especially relevant. In spite of this, the DNU 70/2017 introduced a restriction to the family unity criterion that, as an exemption, may allow a person to remain in the country despite having a deportation order issued against him/her20. With this a, family unit has become an exception to deportation orders at the sole discretion of the National Migrations Office. This decision can -and should- be revised by the Judiciary when appealed by migrants. However, in many cases of appealed deportation orders involving family separation documented by Amnesty International and other local organizations (see Appendix), the Judiciary has limited itself to confirm the National Migration Office’s discretion to decide whether or not to apply the family unit criterion as an exemption to deportation. In this regard, the Committee on the Rights of the Child has recently taken a stance on how the regulatory changes introduced can impact on family unity and the best interest of the children: “The Committee is concerned about the continued application of the DNU 70/2017, despite it being deemed unconstitutional, and its potential negative impact on family unity and the best interests of migrant children. The Committee urges the State party to repeal DNU 70/2017 in order to ensure that, in migration cases, the right of a child to have his or her best interests taken as a primary consideration is upheld, while family unity is preserved.”21 By curtailing the analysis of the rights to family unity and reunification to the exclusive and discretionary evaluation of the Executive branch, the State is violating its obligations to comprehensively assess each situation on a case-by-case basis and with due consideration of the rights and interests at stake. The cases described in the Appendix are not extensive, but are dramatic examples that serve to illustrate how the State’s shift in its migration policy is separating families and causing irreversible harm on children.",['Protection'],AR
a2_73328,73328,21154,annotator2,en,UNHCR Argentina,2019-11-15 16:00:18.726377,https://reliefweb.int/sites/reliefweb.int/files/resources/72254.pdf,Redhum,Response For Venezuleans,"Priority needs 189 IOM (2019). Study on access to social services of migrants in the Argentine Republic (pp. 18). http://argentina.iom.int/ co/sites/default/files/publicaciones/Acceso per cent20a per cent20servicios per cent20sociales.pdf 190 Human immunodeficiency virus, acquired immunodeficiency syndrome The countries that are part of the Southern Cone chapter provide for free and universal access to public health, without distinction on status or nationality. Nonetheless, the four countries have very different healthcare systems, as well as different prevention and primary care policies. Likewise, the capacities and available infrastructure differ considerably, not only between the different countries, with Argentina and Uruguay having in place systems with greater coverage and infrastructure, but also within the national territories of each country189.",['Health'],AR
a1_73256,73256,21154,annotator1,en,UNHCR Argentina,2019-11-15 14:16:09.720023,https://reliefweb.int/sites/reliefweb.int/files/resources/72254.pdf,Redhum,Response For Venezuleans,"Scope of the response The partners of the Sub-regional Inter-Agency Coordination Platform for the Southern Cone will work together with governments to respond to the needs of refugees and migrants from Venezuela in terms of humanitarian, protection and shortand medium-term development assistance in the four below sectors identified as priorities in the undertaken needs analysis: • Education and Integration • Health: including sexual and reproductive health and mental health • Humanitarian emergency assistance: Food security / Nutrition / Shelter / Humanitarian transportation / Non-food items (NFI) / Water hygiene and sanitation (WASH) • Protection: including child protection, gender-based violence (GBV) and human trafficking and smuggling",['WASH' 'Health' 'Education' 'Protection' 'Nutrition' 'Livelihoods'],AR
a2_183255,183255,41882,annotator2,en,UNHCR Argentina,2020-11-08 16:55:13.544615,https://redhum.org/documento/3680634,Redhum,Unknown,"The camp is located in the heart of the communities, in the middle of nowhere, and through its 10 tanks and a water treatment plant it is able to provide between 45,000 and 60,000 liters of water daily to the indigenous families of the area. Survival in Salta is very difficult, the temperature can reach 45º, the area is very arid and deserted. “Access to the communities is very complicated, there are no roads, we had to create them ourselves in order to be able to get there with our vehicles and bring water every two or three days. The children are waiting for us very excited, with the little cups ready… I have learned to value water very much, you realize how important it is when you don’t have it. Since we brought them the water, we have managed to reduce diarrhea and improve the children’s size, because before they took water from contaminated rivers, putting their health at risk.",['WASH' 'Cross'],AR
a2_144819,144819,33070,annotator2,en,UNHCR Argentina,2020-08-17 23:23:04.702536,https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Americas%20Update%20COVID%20%2313_3%20July.pdf,ReliefWeb,UNICEF,"Argentina: With the Southern Hemisphere winter starting in June, a campaign got underway to support refugees and migrants. Aimed at distributing 1,500 coat kits and 3,800 blankets to people spending their ﬁrst winter season in Buenos Aires, the campaign is a joint e(cid:29)ort with four Venezuelan community organizations that managed to open 30 delivery points in greater Buenos Aires to reduce the distance people must travel to receive assistance. UNHCR has also designed a virtual tool that allows people to select the closest delivery point to their homes. With some 450 kits already handed out, the process will continue through the ﬁrst week of July.",['Shelter'],AR
a1a2_104552,104552,29885,annotator1,en,UNHCR Costa Rica,2020-06-11 14:13:44.473712,https://reliefweb.int/sites/reliefweb.int/files/resources/76211_0.pdf,Redhum,R4V,"As COVID-19 has spread in Latin America and the Caribbean (LAC), Ministries of Education have progressively closed schools at the preschool, primary and secondary levels. As of 21 April, schools had been closed in 23 countries and 12 independent states in the region. As a result, it is estimated that more than 159 million children and adolescents5 have been affected in the region, representing more than 95% of the students enrolled throughout the region. The suspension of education services has impacted all education systems in the world, and the LAC region has not been spared; this has meant the emergence of multiple education in emergencies responses by governments. These initiatives seek to ensure the quality of education and to give continuity to their school calendars, using various resources and methodologies.",['Education'],CR
a1a3_104574,104574,29885,annotator1,en,UNHCR Costa Rica,2020-06-11 15:37:42.522128,https://reliefweb.int/sites/reliefweb.int/files/resources/76211_0.pdf,Redhum,R4V,"CHILD PROTECTION Updated Sub-sector Situation Venezuelan refugee and migrant children and adolescents face many challenges in transit and at their destination, often because many of them have limited options to move through safe routes and with their families. Prevailing border closures across the region have limited access to territories and the protection of potential asylum seekers from Venezuela, and has led to an increase of irregular border crossings, exposing children and women in particular to increased protection risks. They are highly vulnerable and often encounter different forms of violence, abuse, neglect, including recruitment by armed groups, labor and sexual exploitation and are at heightened risk of GBV, human trafficking, smuggling or discrimination. Since the pandemic impacted the region, reports indicate that 20 percent of refugees and migrants from Venezuela do not have regular access to water or soap; 84 percent of them reported challenges in accessing sufficient food and every third child goes to bed hungry. Also, their housing situation has been affected with over 40 per cent of surveyed families forced to look for cheaper housing, 28 percent facing the risk of eviction and 6.4 percent moving to shelters10. Unaccompanied and separated refugee and migrant children face even greater risks of abuse and exploitation and challenges to access national child protection systems for basic services, as well as being at higher risk of being deprived of their liberty. An outbreak of a respiratory disease such as COVID-19 could spread easily through the overcrowded confined and unsafe conditions typical of many shelters or settlements",['Protection'],CR
a3_104965,104965,29884,annotator3,en,UNHCR Costa Rica,2020-06-12 20:32:20.055952,https://reliefweb.int/sites/reliefweb.int/files/resources/R4V%20Response%20for%20Venezuelans%20%E2%80%93%20Coordination%20Platform%20for%20Refugees%20and%20Migrants%20from%20Venezuela%20-%20Central%20America%20and%20Mexico%20Situation%20Report%20%E2%80%93%20March%202020.pdf,Redhum,R4V,"The border rejections and subsequent responses may place refugees and migrants from Venezuala at risk. The Migration Authority provided a two-month extension of documentation for persons of concern and an online process for new work permits; In addition, no new asylum claims are being formalized (resulting in a nearly 7-month wait for documentation), and no new interviews are being conducted (increasing the backlog of cases pending adjudication to 25,913 as of 31 Mar 2020). Those awaiting documentation do not have access to healthcare services, beyond life-saving emergencies or COVID-19; regular medical atention is a key need, particularly for those in high-risk categories. Social distancing protocols and other restrictions have resulted in many refugees and migrants from Venezuela losing their jobs, affec�ng their livelihoods and ability to meet basic needs. As a result, food security and housing / shelter needs are growing rapidly by the day.",['Protection' 'Livelihoods' 'Food Security'],CR
a1_104967,104967,29884,annotator1,en,UNHCR Costa Rica,2020-06-12 20:40:28.350591,https://reliefweb.int/sites/reliefweb.int/files/resources/R4V%20Response%20for%20Venezuelans%20%E2%80%93%20Coordination%20Platform%20for%20Refugees%20and%20Migrants%20from%20Venezuela%20-%20Central%20America%20and%20Mexico%20Situation%20Report%20%E2%80%93%20March%202020.pdf,Redhum,R4V,"Most R4V partners implemented strict teleworking policies due to the COVID-19 pandemic and are adapting some activities to social distancing protocols for example by providing services online and telephone. Virtual meetings with several stakeholders have been organized for requesting additional funding to enhance response mechanisms to beter protect vulnerable Venezuelans. Advocacy actions are ongoing for promoting inclusion of venezuelans among govermental responses. As part of the strategic partnership between one of the partners and the Costa Rican Social Security entity to provide 6,000 asylumseekers with health insurance in 2020, more than 4,000 persons have met the criteria for insurance coverage. In March, 287 of these were from Venezuelan. Despite processing challenges caused by COVID-19 and subsequent related protocols, partners con�nues to remotely process 500 individulas per week and adapted inclusion criteria to ensure those in high -risk categories are included in the program.",['Health'],CR
a2_173196,173196,32091,annotator2,en,UNHCR Costa Rica,2020-10-14 00:29:44.641631,https://reliefweb.int/sites/reliefweb.int/files/resources/CRI_6.pdf,ReliefWeb,Food and Agriculture Organization of the United Nations,"COVID-19 and measures adopted by the
Government
In an effort to secure domestic food supplies and stabilize
market prices amid the COVID-19 pandemic, the Government
temporarily lowered the tariff of imports of 50 000 tonnes of
rice (one-third of the average imports in the previous five
years) from 35 percent to 6.5 percent in 2020. The
Government also increased its social spending by distributing
food kits to 850 000 students in the absence of school meals
and allocating a monthly subsidy worth CRC 200 000 (about
USD 350 at the exchange rate of 21 May 2020) for three
months to about 375 000 households that have been
economically affected by the crisis.",['Livelihoods' 'Food Security'],CR
a1a3_189336,189336,41408,annotator3,en,UNHCR Costa Rica,2020-11-16 20:09:17.784054,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic Commission for Latin America and the Caribbean,Unknown,"The first case in Costa Rica was registered on March 6th, and the first death on March 18th. On
March 15th, the closing of bars and restaurants, and on March 16th, a state of national emergency was
declared, schools were closed as well as national parks. On March 18th, theaters and cinemas were
closed for the weekend. On March 23rd, the Ministry of Health orders to close businesses at 8 pm on
weekends. On March 24th, the government order to prohibit the circulation of vehicles from Monday to
Thursday from 10 pm to 5 am, and from Friday to Sunday from 8 pm to 5 am, except for those in charge
of deliveries of medicines and food. Total closure of beaches until further notice. As of May 1st, and due
to the decrease in the curve of active cases, the Government had begun to reopen some activities such
as gyms, beauty salons, mechanical workshops with limitations. On May 12th, began to reopen. On the
1st of July, when the country was in phase 3 of this plan, the government had to go back on some
restrictions due to increasing infections. In the last weeks, the authorities have been applying
restrictions, closings and opening of activities by districts or cantons.",['Health'],CR
a1_189337,189337,41408,annotator1,en,UNHCR Costa Rica,2020-11-16 20:09:18.254218,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic Commission for Latin America and the Caribbean,Unknown,"Costa Rica does not have unemployment insurance, but, like other countries, does have
indemnization for laid-off workers. With prior authorization by the Ministry of Labor, companies can
temporarily suspend workers. Costa Rica has non-contributory cash transfer programs for the elderly
and disabled, as well as two conditional cash transfer programs directed at children: Avancemos, for
secondary school children in poverty, and the new Crecemos (established in July 2019), directed at preand primary school children in poverty.200 The monthly cash transfers of Avancemos range between
C30,000 and C40,000, depending on school grade;201 and for Crecemos is a fixed amount of C 18.000 per
child. Together, they now reach over 400 000 children, 29% of all children.202",['Livelihoods'],CR
a1_189340,189340,41408,annotator1,en,UNHCR Costa Rica,2020-11-16 20:29:20.886356,https://repositorio.cepal.org/bitstream/handle/11362/46016/4/S2000593_en.pdf,Economic Commission for Latin America and the Caribbean,Unknown,"At the same time, the government announced tax relief and exhorted companies to anticipate vacations before requesting suspensions.222 On March 19th, the government announced a one billion colón Protection Plan (Plan Proteger), equivalent to 3% of GDP, to, among other measures, provide income support to workers who were laid off, suspended, or had their work hours reduced, including the self-employed. In contrast to the measures taken by other countries, this plan included support to formal, informal, and self-employed workers in the same package. Elements of the plan required congressional authorization. On March 21st, Congress approved a law that authorized the reduction of work hours and a corresponding reduction of salaries, up to 50% for companies with a decrease of 20% in their income compared to the previous year, and up to 75% for companies with a decrease of 60% in their income, for three months, and extendable twice.223 The Social Security Institute also reduced and postponed social security payments for workers with a reduction in hours.224 Labor unions expressed their disconformity with the reform, arguing it benefited companies over workers.",['Livelihoods'],CR
a2_106520,106520,30448,annotator2,en,UNHCR Costa Rica,2020-06-18 02:15:28.668240,https://reliefweb.int/sites/reliefweb.int/files/resources/R4V%20Response%20for%20Venezuelans%20%E2%80%93%20Coordination%20Platform%20for%20Refugees%20and%20Migrants%20from%20Venezuela%20-%20Central%20America%20and%20Mexico%20Situation%20Report%20%E2%80%93%20September%202019.pdf,ReliefWeb,Unknown,"R4V partners in Costa Rica continue to support the Migration Authority with human resources and, technical support. During the reporting period, 318 individuals were regularized through this support. 21 officials from the Social Welfare Institute received training on refugee-related issues in Costa Rica. The objective of the training was to help officials to familiarize themselves with the various migration and asylum processes to allow people from Venezuela to access the various public services. 40 Costa Rican officials of the Judiciary, National System of Judicial Facilitators, the Bar Association and lawyers participated in a workshop in Upala and Liberia on the asylum process, child protection protocols, and on the rights and duties of refugees. Other topics included were border monitoring, refugee status determination, and migratory options.",['Education'],CR
a1_112852,112852,31213,annotator1,en,UNHCR Costa Rica,2020-06-24 15:01:06.859388,https://reliefweb.int/report/brazil/latin-america-caribbean-countries-need-spend-more-and-better-health-be-better-able,ReliefWeb,World Bank,"Health systems in LAC have fewer resources and less capacity than OECD countries to confront the COVID-19 pandemic. The LAC region has an average of two doctors per 1,000 population, and most countries stand well below the OECD average of 3.5, with only Cuba, Argentina and Uruguay having more. The average number of hospital beds in LAC is 2.1 per 1,000 population, that is less than half of the OECD average of 4.7. Barbados, Cuba and Argentina have more hospital beds than the OECD average, whereas the stock is below one hospital bed per 1,000 population in Guatemala, Honduras, Haiti, Venezuela and Nicaragua. Moreover, according to data gathered just before the COVID-19 pandemic started, there were just 9.1 Intensive Care Unit (ICU) average beds per 100,000 population in 13 LAC countries, which is much lower than the 12 ICU average beds per 100,000 population found in OECD countries. Brazil, Uruguay and Argentina are above the LAC average, while the lowest ratios are observed in Costa Rica and El Salvador.",['Health'],CR
a3_167448,167448,40033,annotator3,en,UNHCR Trinidad and Tobago,2020-10-03 00:50:59.998241,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"Since 2018, when UNICEF, LWC and the Family Planning Association of Trinidad and Tobago (FPATT) started monitoring the nutritional status of child POCs, no cases of severe or moderate malnutrition were identified.60 Around 300 migrant children under five years of age have been screened for nutritional deficiencies.61 However around one quarter of migrants were not eating three times a day62 and parents have concerns relating to the quality of the food they can access (they  _x000c_particularly mentioned having insufficient quantities of fruit and vegetables).63 Some TLC students mentioned they “look forward to coming to school because they won’t go hungry”.64 Based on this evidence, it is possible that ongoing programmes are not comprehensive and may thus not fully reflect the overall situation.",['Nutrition' 'Food Security'],TT
a1_167223,167223,40033,annotator1,en,UNHCR Trinidad and Tobago,2020-10-02 14:43:41.436610,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"The insecure financial situation of migrant households is underscored by the observation that “many refugee children do not come to school regularly” and “some parents needed their child to contribute to the family’s income instead”.37 Issues of exploitation and intimidation at work have also been reported.38 Reporting of these issues to the authorities is low, at less than 40 cases in the last four years, due to the lack of knowledge of reporting procedures and “fear of incarceration or deportation due to migrants’ irregular immigration status”.39 The overall picture of the migrant employment situation is one of high unemployment, low-paid and insecure jobs, and discrimination.",['Livelihoods'],TT
a3_167322,167322,40033,annotator3,en,UNHCR Trinidad and Tobago,2020-10-02 17:49:34.726277,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"How rapidly the economy will recover will depend on a number of factors. On the one hand, Trinidad and Tobago is less dependent on tourism than other Caribbean countries48 and hence, less susceptible to the longer-term effects of low tourist numbers. On the other hand, the country will be impacted by the collapse in oil prices, which has already led to a projected revenue loss of TT$4.5 billion for the first quarter of 2020, equivalent to around 15 per cent of its annual budget.49 With further losses in coming months possible, the government’s ability to maintain increased spending levels and restart the economy may be constrained. Much will therefore depend on: (i) implementation of the government’s ‘Roadmap to Recovery’ plan; (ii) the extent to which unemployment resulting from the shut-down is not permanent; and (iii) the reduction in consumer spending in the coming months due to the decrease in incomes during the lockdown period.",['Cross' 'Livelihoods'],TT
a2_166899,166899,40033,annotator2,en,UNHCR Trinidad and Tobago,2020-10-01 14:54:09.346440,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"Trinidad and Tobago, along with other Eastern Caribbean Area countries, has managed to contain the spread of corona virus disease 2019 (COVID-19). Between 11 March and 30 June 2020, there had been 130 confirmed cases, 40 of which had come from a single cruise ship in March, and 8 persons had died from the disease. During May/ June 2020, only 10 cases have been confirmed and no deaths.10 However, measures taken by the government to contain the spread of COVID-19, including border and school closures, lockdowns and restrictions of activities, have led to a deterioration in the situation of migrant children in the country. Furthermore, schools will continue to remain closed until the start of the next academic year. While the relaxations in the lockdown and the resultant return to work, which occurred during May and June 2020,11 will alleviate the situation, adverse impacts on the migrant population are expected to persist for some time. Unless these risks are addressed, they have the potential to seriously compromise the present and future well-being of migrant children",['Health' 'Cross' 'Livelihoods'],TT
a2_166926,166926,40033,annotator2,en,UNHCR Trinidad and Tobago,2020-10-01 16:41:53.115627,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"As a result of these interventions, access to education by migrant children has improved since 2018, when the TLC provided the only access,21 and since mid-2019 when 90 per cent of parents with school-age children indicated that their children did not have access to formal education.22 At the end of 2019, over 1,300 children were pursuing their education at CFS (around 600 in those operated by LWC),23 representing around 70 per cent of school-age migrant children. In addition, 771 migrant children had been granted student permits by the Ministry of National Security in 2019, enabling them to be enrolled in state schools.24 While it is not possible to estimate how many of these were actually enrolled,25 it is apparent that a majority of migrant children were attending CFS or other schools prior to the school closures forced by COVID-19 in March 2020",['Cross' 'Education'],TT
a1_166931,166931,40033,annotator1,en,UNHCR Trinidad and Tobago,2020-10-01 16:41:55.307867,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"The need to mitigate the impact of school closure on children’s educational performance has been recognized by the government in its programme to upgrade the availability of online learning.30 While these national programmes are not accessible to migrant children, the coverage of the Equal Place learning modality has the capacity to run 100 per cent online. It has now been expanded to children attending other CFS, resulting in an increase in the number of children officially registered on the Equal Place programme to about 850 children (30 per cent increase), with parity of boys and girls. The programme is continued during the summer break, which enables students to remain engaged in learning activities and, potentially, increase coverage by enrolling previously non-participating children until schools re-open.",['Education'],TT
a1_167384,167384,40033,annotator1,en,UNHCR Trinidad and Tobago,2020-10-02 20:17:29.320966,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"The Impact of COVID-19 on Migrant Children in Trinidad and Tobago Of great concern is the over 100 unaccompanied/ children,54 who are extremely separated POC vulnerable. More than 70 per cent of them are female and aged between 15 and 17. Often having to fend for themselves, some of these girls engage in commercial or transactional sex and other hazardous work. Some are likely to have been smuggled or trafficked. Between 2018 and 2020, there were four reported cases of potential trafficking of migrant children and 10 other cases of potential sexual exploitation.55 As with the cases of labour market exploitation, reporting of the sexual exploitation of migrant children is likely to be low due to lack of knowledge of reporting procedures, and fear of possible consequences.",['Protection'],TT
a1_167386,167386,40033,annotator1,en,UNHCR Trinidad and Tobago,2020-10-02 20:17:30.922652,https://reliefweb.int/sites/reliefweb.int/files/resources/Impact%20of%20COVID-19%20on%20migrant%20children%20in%20Trinidad%20and%20Tobago.pdf,ReliefWeb,Unknown,"To mitigate child protection risks and support children’s access to inter-sectoral programming, 10 CFS were established by local partners with UNICEF support and another 8 by other organizations in highly populated communities in Trinidad between 2018 and 2019. The CFS provide children with a safe space for play, socialisation and learning, with access to education, child protection, life-saving messages, and social integration to reduce children’s risk of violence, neglect and exploitation. In these spaces, children have access to psychosocial support and are given the opportunity to restore their normal development, reduce harmful levels of stress, learn and share positive coping strategies in a supportive environment with peers, and learn valuable information about personal safety.",['Protection' 'Education'],TT
a1a3_63868,63868,18812,annotator1,en,UNHCR Trinidad and Tobago,2019-09-27 08:54:31.647127,https://reliefweb.int/sites/reliefweb.int/files/resources/71377.pdf,Unknown,Unknown,"On 26 July, the Government of Trinidad and Tobago began issuing registration cards to Venezuelans who had registered in the twoweek exercise that was conducted from 30 May to 14 June 2019. The registration cards will allow Venezuelans to work legally for six months, after which a renewal for another six months can be granted. Card-holders still require a visa to travel between Trinidad and Venezuela. Although the registration card is not an identity document, at least one bank in Trinidad and Tobago announced that it will accept it as one of two forms of identification needed to access banking services (savings accounts and ATMs).",['Protection'],TT
a3_63865,63865,18812,annotator3,en,UNHCR Trinidad and Tobago,2019-09-27 08:54:31.641837,https://reliefweb.int/sites/reliefweb.int/files/resources/71377.pdf,Unknown,Unknown,"Formal employment and, in many cases, the lack of job opportunities in host countries, had a significant impact on Venezuelans’ ability to be self-reliant and sustain themselves and their families. Between January and July 2019, as part of their emergency support, partners provided different forms of temporary accommodations and emergency shelter to 586 individuals in Curaçao, the Dominican Republic, Guyana and Trinidad and Tobago. Food assistance was provided to 1,648 Venezuelans in the Dominican Republic and Guyana, whereas in Trinidad and Tobago, 43 caregivers with children between 0-23 months were counselled on Infant and Young Child Feeding (IYCF). Early childhood development sessions were undertaken with host communities engaging 68 children (27 girls, 41 boys) and 12 adults (eight female, four male) in Region 1 and 9 in Guyana in July.",['Shelter' 'Health' 'Livelihoods' 'Food Security'],TT
a2_80876,80876,22141,annotator2,en,UNHCR Trinidad and Tobago,2019-12-17 08:55:58.840834,https://reliefweb.int/sites/reliefweb.int/files/resources/72828.pdf,Reliefweb,R4V,"In September, the Government of Trinidad and Tobago announced that it is ready to issue over 3,000 government registration cards to 16,523 adults and 2,421 children Venezuelans who were registered during the two-week registration exercise conducted by the Government in June 2019, while verification of the remaining registered population is still ongoing. Cardholders are granted the right to work for six months with the possibility of one extension for the same period, however, they cannot access the National Insurance Scheme (NIS) or welfare and have limited access to secondary and tertiary health care and education. Persons in possession of the registration card will need a visa if they wish to exit and re-enter Trinidad and Tobago, in accordance with the new visa policy instituted in June 2019.",['Protection'],TT
a1_156755,156755,32387,annotator1,en,UNHCR Trinidad and Tobago,2020-09-10 16:56:13.158976,https://reliefweb.int/report/trinidad-and-tobago/tracking-covid-19-pandemic-caricom,ReliefWeb,Caribbean Community Secretariat,"From the first case in the Region on 10 March, there were approximately 334 confirmed cases at the end of that month, and at 24 April, just about one week before the end of the month, the Region stood at 1 034 confirmed cases of the virus. During March, there was a spike in new cases. On 21 March, 40 of the 55 new cases were cruise ship passengers who had returned to Trinidad and Tobago. This also led to a sharp increase in the number of confirmed cases for that country to 49, an addition of 40 new cases, as well as the predominance of imported transmission as the main mode for transmitting the virus. Other major spikes in new cases for that month were on 26 March (33 confirmed cases) and 29 March (32 cases). For the month of April, the spikes in the number of new cases have occurred on 15 April (66), 24 April (60), 20 April (41) 1 April and 21 April (with 37 new cases each) and several other days that had a number of new cases over 30. In effect, compared with the period 10-31 March (21 days) that contributed 334 confirmed cases, the period 1-24 April saw an additional 700 cases over 24 days, which shows a definite uptick in the spread of the virus. ​",['Health'],TT
a3_166344,166344,40035,annotator3,en,UNHCR Trinidad and Tobago,2020-09-28 19:24:20.776411,https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20T%26T%20Situational%20Report%20-%20August%202020.pdf,ReliefWeb,Unknown,"An environment of increased fear has arisen, due to recent instances of detentions, deportations, evictions and a generally heightened xenophobic atmosphere, including one instance of severe physical assault against a female Venezuelan asylum- seeker. Authorities have published images of COVID-19 positive asylum-seekers, in one instance referring to a registered Venezuelan refugee who tested positive for COVID-19 as “a risk to the safety of citizens”. In another incident, the images of female Venezuelan minors who escaped from a quarantine facility were published on social media by authorities. Health authorities have also reported on the number of “non-nationals” who are infected with COVID-19. Partners reported notable spikes in mood disorders due to this environment. UNHCR is aware of at least 13 asylum-seekers who have tested positive for COVID-19 and were quarantined at state facilities. Planning for the 2021 Refugee and Migrant Response Plan also commenced in August, with R4V partners coordinating the protection response for the next year.",['Protection' 'Health' 'Cross'],TT
a2_166343,166343,40035,annotator2,en,UNHCR Trinidad and Tobago,2020-09-28 19:19:22.808784,https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20T%26T%20Situational%20Report%20-%20August%202020.pdf,ReliefWeb,Unknown,"SAN RAFAEL SHELTER PROJECT. UNHCR continues to support the self-sustaining livelihood activities of refugees and asylum-seekers under the San Rafael Shelter Project, led by implementing Partner Living Water Community. The shelter, which houses 19 adults and 13 children, continues to move towards sustainable livelihood efforts, which include the addition of a Cash- for-Work agricultural project involving six refugees and migrants, supported by UNHCR funding, who are expected to soon begin earning money from the sale of their crops. Living Water Community continues to meet the maintenance and repair needs of the shelter, while also working to improve the property through additions such as an upcycled playground for the children using car tyres and necessary infrastructure for the continuation of livelihood options. The property houses a diverse profile including LGBTI, indigenous Warao, as well as three locals who provide much needed support.",['Shelter' 'Livelihoods' 'Food Security'],TT
a2a3_185673,185673,41019,annotator2,en,UNHCR Dominican Republic,2020-11-11 13:19:58.472582,https://reliefweb.int/sites/reliefweb.int/files/resources/08%20Aug%20-%20R4V%20Situation%20Report%20-%20Caribbean.pdf,ReliefWeb,Unknown,"During August, to help refugees and migrants fulfil their
basic needs, 2362 mulƟpurpose Cash Based
IntervenƟons (CBI) were provided across the region.
ApplicaƟons for cash assistance conƟnued to demonstrate
the heightened protecƟon risks faced by this populaƟon,
aggravated by the COVID-19 context. While 83% of cash
applicants reported not being able to meet their basic
needs, 33% of cash applicants were survivors of GBV and
75% cited serious medical concerns. AddiƟonally, 39%
faced evicƟon and 38% aƩributed their applicaƟon for cash assistance to job loss or reduced working hours due
to COVID-19. As a response, partners in Guyana provided
their first CBI assistance to 143 households and 43
households received their second CBI assistance to meet
their basic needs during August.",['Livelihoods'],DO
a3_185667,185667,41017,annotator3,en,UNHCR Dominican Republic,2020-11-11 13:08:38.870898,https://reliefweb.int/sites/reliefweb.int/files/resources/WFP-0000119146.pdf,ReliefWeb,Unknown,"The Dominican government declared a state of
emergency on March due to the COVID-19 outbreak,
which was maintained even with the change of
government (Presidency and Congress) in August. Social
distancing measures have resulted in the suspension of
most of the country's commercial activities, causing loss
of livelihoods, supply chain disruptions, increase in food
prices, reduced purchasing power, and seriously affected
the food security of the population. An estimated 8
million people have had their access to food disrupted.
According to initial estimates, approximately 3.3 million
people will be in moderate food insecurity and 750,000
people will be in severe food insecurity as a result to the
crisis.",['Livelihoods' 'Food Security'],DO
a3_185680,185680,42468,annotator3,en,UNHCR Dominican Republic,2020-11-11 13:26:55.851152,https://reliefweb.int/sites/reliefweb.int/files/resources/DOM_11.pdf,ReliefWeb,Unknown,"Production of rice in 2020 forecast at average level The harvest of the paddy crop is ongoing throughout the year. Paddy output, which has been increasing since 2015 due to large plantings and high yields, is forecast at a near-average level in 2020. This mainly reflects an average level of planted area, which has been reduced for the first time in five years due to soil moisture deficits that lowered the planted area in the June-August period. Weather forecasts indicate slightly above-average rainfall amounts in the October-December period, which is expected to favour crop development and boost yields.",['Food Security'],DO
